pair_id,channel,family,a_predicate,a_date,b_predicate,b_date,days_between,both_future_modal,status
C007793,bravos,stocks_direction,P00346,2026-08-25,P00417,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007794,bravos,stocks_direction,P00346,2026-08-25,P00419,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007795,bravos,stocks_direction,P00346,2026-08-25,P00420,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007796,bravos,stocks_direction,P00346,2026-08-25,P00421,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007797,bravos,stocks_direction,P00346,2026-08-25,P00426,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007798,bravos,stocks_direction,P00346,2026-08-25,P00427,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007799,bravos,stocks_direction,P00346,2026-08-25,P00428,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007800,bravos,stocks_direction,P00346,2026-08-25,P00429,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007801,bravos,stocks_direction,P00364,2026-08-25,P00417,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007802,bravos,stocks_direction,P00364,2026-08-25,P00419,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007803,bravos,stocks_direction,P00364,2026-08-25,P00420,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007804,bravos,stocks_direction,P00364,2026-08-25,P00421,2026-09-12,18,False,UNADJUDICATED_CANDIDATE
C007805,bravos,stocks_direction,P00364,2026-08-25,P00426,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007806,bravos,stocks_direction,P00364,2026-08-25,P00427,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007807,bravos,stocks_direction,P00364,2026-08-25,P00428,2026-09-16,22,False,UNADJUDICATED_CANDIDATE
C007808,bravos,stocks_direction,P00364,2026-08-25,P00429,2026-09-16,22,True,UNADJUDICATED_CANDIDATE
C007809,jikh,dollar_direction,P00482,2026-03-31,P00530,2026-05-04,34,False,UNADJUDICATED_CANDIDATE
C007810,jikh,dollar_direction,P00482,2026-03-31,P00536,2026-05-04,34,False,UNADJUDICATED_CANDIDATE
C007811,jikh,dollar_direction,P00482,2026-03-31,P00539,2026-05-15,45,True,UNADJUDICATED_CANDIDATE
C007812,jikh,dollar_direction,P00482,2026-03-31,P00541,2026-05-15,45,False,UNADJUDICATED_CANDIDATE
C007813,jikh,dollar_direction,P00482,2026-03-31,P00549,2026-05-20,50,False,UNADJUDICATED_CANDIDATE
C007814,jikh,dollar_direction,P00482,2026-03-31,P00574,2026-05-26,56,False,UNADJUDICATED_CANDIDATE
C007815,jikh,dollar_direction,P00482,2026-03-31,P00610,2026-06-12,73,False,UNADJUDICATED_CANDIDATE
C007816,jikh,dollar_direction,P00482,2026-03-31,P00651,2026-06-15,76,False,UNADJUDICATED_CANDIDATE
C007817,jikh,dollar_direction,P00482,2026-03-31,P00652,2026-06-15,76,True,UNADJUDICATED_CANDIDATE
C007818,jikh,dollar_direction,P00482,2026-03-31,P00699,2026-07-15,106,False,UNADJUDICATED_CANDIDATE
C007819,jikh,dollar_direction,P00482,2026-03-31,P00701,2026-07-15,106,True,UNADJUDICATED_CANDIDATE
C007820,jikh,dollar_direction,P00482,2026-03-31,P00702,2026-07-15,106,False,UNADJUDICATED_CANDIDATE
C007821,jikh,dollar_direction,P00482,2026-03-31,P00752,2026-08-05,127,True,UNADJUDICATED_CANDIDATE
C007822,jikh,dollar_direction,P00482,2026-03-31,P00776,2026-08-25,147,True,UNADJUDICATED_CANDIDATE
C007823,jikh,dollar_direction,P00482,2026-03-31,P00783,2026-08-25,147,False,UNADJUDICATED_CANDIDATE
C007824,jikh,dollar_direction,P00482,2026-03-31,P00787,2026-08-25,147,False,UNADJUDICATED_CANDIDATE
C007825,jikh,dollar_direction,P00482,2026-03-31,P00789,2026-08-25,147,True,UNADJUDICATED_CANDIDATE
C007826,jikh,dollar_direction,P00497,2026-04-07,P00530,2026-05-04,27,False,UNADJUDICATED_CANDIDATE
C007827,jikh,dollar_direction,P00497,2026-04-07,P00536,2026-05-04,27,False,UNADJUDICATED_CANDIDATE
C007828,jikh,dollar_direction,P00497,2026-04-07,P00539,2026-05-15,38,False,UNADJUDICATED_CANDIDATE
C007829,jikh,dollar_direction,P00497,2026-04-07,P00541,2026-05-15,38,False,UNADJUDICATED_CANDIDATE
C007830,jikh,dollar_direction,P00497,2026-04-07,P00549,2026-05-20,43,False,UNADJUDICATED_CANDIDATE
C007831,jikh,dollar_direction,P00497,2026-04-07,P00574,2026-05-26,49,False,UNADJUDICATED_CANDIDATE
C007832,jikh,dollar_direction,P00497,2026-04-07,P00610,2026-06-12,66,False,UNADJUDICATED_CANDIDATE
C007833,jikh,dollar_direction,P00497,2026-04-07,P00651,2026-06-15,69,False,UNADJUDICATED_CANDIDATE
C007834,jikh,dollar_direction,P00497,2026-04-07,P00652,2026-06-15,69,False,UNADJUDICATED_CANDIDATE
C007835,jikh,dollar_direction,P00497,2026-04-07,P00699,2026-07-15,99,False,UNADJUDICATED_CANDIDATE
C007836,jikh,dollar_direction,P00497,2026-04-07,P00701,2026-07-15,99,False,UNADJUDICATED_CANDIDATE
C007837,jikh,dollar_direction,P00497,2026-04-07,P00702,2026-07-15,99,False,UNADJUDICATED_CANDIDATE
C007838,jikh,dollar_direction,P00497,2026-04-07,P00752,2026-08-05,120,False,UNADJUDICATED_CANDIDATE
C007839,jikh,dollar_direction,P00497,2026-04-07,P00776,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007840,jikh,dollar_direction,P00497,2026-04-07,P00783,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007841,jikh,dollar_direction,P00497,2026-04-07,P00787,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007842,jikh,dollar_direction,P00497,2026-04-07,P00789,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007843,jikh,dollar_direction,P00498,2026-04-07,P00530,2026-05-04,27,False,UNADJUDICATED_CANDIDATE
C007844,jikh,dollar_direction,P00498,2026-04-07,P00536,2026-05-04,27,False,UNADJUDICATED_CANDIDATE
C007845,jikh,dollar_direction,P00498,2026-04-07,P00539,2026-05-15,38,False,UNADJUDICATED_CANDIDATE
C007846,jikh,dollar_direction,P00498,2026-04-07,P00541,2026-05-15,38,False,UNADJUDICATED_CANDIDATE
C007847,jikh,dollar_direction,P00498,2026-04-07,P00549,2026-05-20,43,False,UNADJUDICATED_CANDIDATE
C007848,jikh,dollar_direction,P00498,2026-04-07,P00574,2026-05-26,49,False,UNADJUDICATED_CANDIDATE
C007849,jikh,dollar_direction,P00498,2026-04-07,P00610,2026-06-12,66,False,UNADJUDICATED_CANDIDATE
C007850,jikh,dollar_direction,P00498,2026-04-07,P00651,2026-06-15,69,False,UNADJUDICATED_CANDIDATE
C007851,jikh,dollar_direction,P00498,2026-04-07,P00652,2026-06-15,69,False,UNADJUDICATED_CANDIDATE
C007852,jikh,dollar_direction,P00498,2026-04-07,P00699,2026-07-15,99,False,UNADJUDICATED_CANDIDATE
C007853,jikh,dollar_direction,P00498,2026-04-07,P00701,2026-07-15,99,False,UNADJUDICATED_CANDIDATE
C007854,jikh,dollar_direction,P00498,2026-04-07,P00702,2026-07-15,99,False,UNADJUDICATED_CANDIDATE
C007855,jikh,dollar_direction,P00498,2026-04-07,P00752,2026-08-05,120,False,UNADJUDICATED_CANDIDATE
C007856,jikh,dollar_direction,P00498,2026-04-07,P00776,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007857,jikh,dollar_direction,P00498,2026-04-07,P00783,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007858,jikh,dollar_direction,P00498,2026-04-07,P00787,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007859,jikh,dollar_direction,P00498,2026-04-07,P00789,2026-08-25,140,False,UNADJUDICATED_CANDIDATE
C007860,jikh,dollar_direction,P00527,2026-05-04,P00539,2026-05-15,11,False,UNADJUDICATED_CANDIDATE
C007861,jikh,dollar_direction,P00527,2026-05-04,P00541,2026-05-15,11,False,UNADJUDICATED_CANDIDATE
C007862,jikh,dollar_direction,P00527,2026-05-04,P00549,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007863,jikh,dollar_direction,P00527,2026-05-04,P00574,2026-05-26,22,False,UNADJUDICATED_CANDIDATE
C007864,jikh,dollar_direction,P00527,2026-05-04,P00610,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007865,jikh,dollar_direction,P00527,2026-05-04,P00651,2026-06-15,42,False,UNADJUDICATED_CANDIDATE
C007866,jikh,dollar_direction,P00527,2026-05-04,P00652,2026-06-15,42,False,UNADJUDICATED_CANDIDATE
C007867,jikh,dollar_direction,P00527,2026-05-04,P00699,2026-07-15,72,False,UNADJUDICATED_CANDIDATE
C007868,jikh,dollar_direction,P00527,2026-05-04,P00701,2026-07-15,72,False,UNADJUDICATED_CANDIDATE
C007869,jikh,dollar_direction,P00527,2026-05-04,P00702,2026-07-15,72,False,UNADJUDICATED_CANDIDATE
C007870,jikh,dollar_direction,P00527,2026-05-04,P00752,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007871,jikh,dollar_direction,P00527,2026-05-04,P00776,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007872,jikh,dollar_direction,P00527,2026-05-04,P00783,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007873,jikh,dollar_direction,P00527,2026-05-04,P00787,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007874,jikh,dollar_direction,P00527,2026-05-04,P00789,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007875,jikh,dollar_direction,P00530,2026-05-04,P00538,2026-05-15,11,False,UNADJUDICATED_CANDIDATE
C007876,jikh,dollar_direction,P00530,2026-05-04,P00542,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007877,jikh,dollar_direction,P00530,2026-05-04,P00546,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007878,jikh,dollar_direction,P00530,2026-05-04,P00548,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007879,jikh,dollar_direction,P00530,2026-05-04,P00582,2026-05-26,22,False,UNADJUDICATED_CANDIDATE
C007880,jikh,dollar_direction,P00530,2026-05-04,P00609,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007881,jikh,dollar_direction,P00530,2026-05-04,P00617,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007882,jikh,dollar_direction,P00530,2026-05-04,P00619,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007883,jikh,dollar_direction,P00530,2026-05-04,P00620,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007884,jikh,dollar_direction,P00530,2026-05-04,P00650,2026-06-15,42,False,UNADJUDICATED_CANDIDATE
C007885,jikh,dollar_direction,P00530,2026-05-04,P00690,2026-06-30,57,False,UNADJUDICATED_CANDIDATE
C007886,jikh,dollar_direction,P00530,2026-05-04,P00698,2026-07-15,72,False,UNADJUDICATED_CANDIDATE
C007887,jikh,dollar_direction,P00530,2026-05-04,P00724,2026-07-28,85,False,UNADJUDICATED_CANDIDATE
C007888,jikh,dollar_direction,P00530,2026-05-04,P00734,2026-07-28,85,False,UNADJUDICATED_CANDIDATE
C007889,jikh,dollar_direction,P00530,2026-05-04,P00744,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007890,jikh,dollar_direction,P00530,2026-05-04,P00745,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007891,jikh,dollar_direction,P00530,2026-05-04,P00753,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007892,jikh,dollar_direction,P00530,2026-05-04,P00754,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007893,jikh,dollar_direction,P00530,2026-05-04,P00759,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007894,jikh,dollar_direction,P00530,2026-05-04,P00763,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007895,jikh,dollar_direction,P00530,2026-05-04,P00768,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007896,jikh,dollar_direction,P00530,2026-05-04,P00772,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007897,jikh,dollar_direction,P00530,2026-05-04,P00779,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007898,jikh,dollar_direction,P00530,2026-05-04,P00788,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007899,jikh,dollar_direction,P00536,2026-05-04,P00538,2026-05-15,11,False,UNADJUDICATED_CANDIDATE
C007900,jikh,dollar_direction,P00536,2026-05-04,P00542,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007901,jikh,dollar_direction,P00536,2026-05-04,P00546,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007902,jikh,dollar_direction,P00536,2026-05-04,P00548,2026-05-20,16,False,UNADJUDICATED_CANDIDATE
C007903,jikh,dollar_direction,P00536,2026-05-04,P00582,2026-05-26,22,False,UNADJUDICATED_CANDIDATE
C007904,jikh,dollar_direction,P00536,2026-05-04,P00609,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007905,jikh,dollar_direction,P00536,2026-05-04,P00617,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007906,jikh,dollar_direction,P00536,2026-05-04,P00619,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007907,jikh,dollar_direction,P00536,2026-05-04,P00620,2026-06-12,39,False,UNADJUDICATED_CANDIDATE
C007908,jikh,dollar_direction,P00536,2026-05-04,P00650,2026-06-15,42,False,UNADJUDICATED_CANDIDATE
C007909,jikh,dollar_direction,P00536,2026-05-04,P00690,2026-06-30,57,False,UNADJUDICATED_CANDIDATE
C007910,jikh,dollar_direction,P00536,2026-05-04,P00698,2026-07-15,72,False,UNADJUDICATED_CANDIDATE
C007911,jikh,dollar_direction,P00536,2026-05-04,P00724,2026-07-28,85,False,UNADJUDICATED_CANDIDATE
C007912,jikh,dollar_direction,P00536,2026-05-04,P00734,2026-07-28,85,False,UNADJUDICATED_CANDIDATE
C007913,jikh,dollar_direction,P00536,2026-05-04,P00744,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007914,jikh,dollar_direction,P00536,2026-05-04,P00745,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007915,jikh,dollar_direction,P00536,2026-05-04,P00753,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007916,jikh,dollar_direction,P00536,2026-05-04,P00754,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007917,jikh,dollar_direction,P00536,2026-05-04,P00759,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007918,jikh,dollar_direction,P00536,2026-05-04,P00763,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007919,jikh,dollar_direction,P00536,2026-05-04,P00768,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007920,jikh,dollar_direction,P00536,2026-05-04,P00772,2026-08-05,93,False,UNADJUDICATED_CANDIDATE
C007921,jikh,dollar_direction,P00536,2026-05-04,P00779,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007922,jikh,dollar_direction,P00536,2026-05-04,P00788,2026-08-25,113,False,UNADJUDICATED_CANDIDATE
C007923,jikh,dollar_direction,P00538,2026-05-15,P00549,2026-05-20,5,False,UNADJUDICATED_CANDIDATE
C007924,jikh,dollar_direction,P00538,2026-05-15,P00574,2026-05-26,11,False,UNADJUDICATED_CANDIDATE
C007925,jikh,dollar_direction,P00538,2026-05-15,P00610,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007926,jikh,dollar_direction,P00538,2026-05-15,P00651,2026-06-15,31,False,UNADJUDICATED_CANDIDATE
C007927,jikh,dollar_direction,P00538,2026-05-15,P00652,2026-06-15,31,False,UNADJUDICATED_CANDIDATE
C007928,jikh,dollar_direction,P00538,2026-05-15,P00699,2026-07-15,61,False,UNADJUDICATED_CANDIDATE
C007929,jikh,dollar_direction,P00538,2026-05-15,P00701,2026-07-15,61,False,UNADJUDICATED_CANDIDATE
C007930,jikh,dollar_direction,P00538,2026-05-15,P00702,2026-07-15,61,False,UNADJUDICATED_CANDIDATE
C007931,jikh,dollar_direction,P00538,2026-05-15,P00752,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007932,jikh,dollar_direction,P00538,2026-05-15,P00776,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007933,jikh,dollar_direction,P00538,2026-05-15,P00783,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007934,jikh,dollar_direction,P00538,2026-05-15,P00787,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007935,jikh,dollar_direction,P00538,2026-05-15,P00789,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007936,jikh,dollar_direction,P00539,2026-05-15,P00542,2026-05-20,5,False,UNADJUDICATED_CANDIDATE
C007937,jikh,dollar_direction,P00539,2026-05-15,P00546,2026-05-20,5,True,UNADJUDICATED_CANDIDATE
C007938,jikh,dollar_direction,P00539,2026-05-15,P00548,2026-05-20,5,False,UNADJUDICATED_CANDIDATE
C007939,jikh,dollar_direction,P00539,2026-05-15,P00582,2026-05-26,11,False,UNADJUDICATED_CANDIDATE
C007940,jikh,dollar_direction,P00539,2026-05-15,P00609,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007941,jikh,dollar_direction,P00539,2026-05-15,P00617,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007942,jikh,dollar_direction,P00539,2026-05-15,P00619,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007943,jikh,dollar_direction,P00539,2026-05-15,P00620,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007944,jikh,dollar_direction,P00539,2026-05-15,P00650,2026-06-15,31,False,UNADJUDICATED_CANDIDATE
C007945,jikh,dollar_direction,P00539,2026-05-15,P00690,2026-06-30,46,True,UNADJUDICATED_CANDIDATE
C007946,jikh,dollar_direction,P00539,2026-05-15,P00698,2026-07-15,61,False,UNADJUDICATED_CANDIDATE
C007947,jikh,dollar_direction,P00539,2026-05-15,P00724,2026-07-28,74,False,UNADJUDICATED_CANDIDATE
C007948,jikh,dollar_direction,P00539,2026-05-15,P00734,2026-07-28,74,True,UNADJUDICATED_CANDIDATE
C007949,jikh,dollar_direction,P00539,2026-05-15,P00744,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007950,jikh,dollar_direction,P00539,2026-05-15,P00745,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007951,jikh,dollar_direction,P00539,2026-05-15,P00753,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007952,jikh,dollar_direction,P00539,2026-05-15,P00754,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007953,jikh,dollar_direction,P00539,2026-05-15,P00759,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007954,jikh,dollar_direction,P00539,2026-05-15,P00763,2026-08-05,82,True,UNADJUDICATED_CANDIDATE
C007955,jikh,dollar_direction,P00539,2026-05-15,P00768,2026-08-05,82,True,UNADJUDICATED_CANDIDATE
C007956,jikh,dollar_direction,P00539,2026-05-15,P00772,2026-08-05,82,True,UNADJUDICATED_CANDIDATE
C007957,jikh,dollar_direction,P00539,2026-05-15,P00779,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007958,jikh,dollar_direction,P00539,2026-05-15,P00788,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007959,jikh,dollar_direction,P00541,2026-05-15,P00542,2026-05-20,5,False,UNADJUDICATED_CANDIDATE
C007960,jikh,dollar_direction,P00541,2026-05-15,P00546,2026-05-20,5,False,UNADJUDICATED_CANDIDATE
C007961,jikh,dollar_direction,P00541,2026-05-15,P00548,2026-05-20,5,False,UNADJUDICATED_CANDIDATE
C007962,jikh,dollar_direction,P00541,2026-05-15,P00582,2026-05-26,11,False,UNADJUDICATED_CANDIDATE
C007963,jikh,dollar_direction,P00541,2026-05-15,P00609,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007964,jikh,dollar_direction,P00541,2026-05-15,P00617,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007965,jikh,dollar_direction,P00541,2026-05-15,P00619,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007966,jikh,dollar_direction,P00541,2026-05-15,P00620,2026-06-12,28,False,UNADJUDICATED_CANDIDATE
C007967,jikh,dollar_direction,P00541,2026-05-15,P00650,2026-06-15,31,False,UNADJUDICATED_CANDIDATE
C007968,jikh,dollar_direction,P00541,2026-05-15,P00690,2026-06-30,46,False,UNADJUDICATED_CANDIDATE
C007969,jikh,dollar_direction,P00541,2026-05-15,P00698,2026-07-15,61,False,UNADJUDICATED_CANDIDATE
C007970,jikh,dollar_direction,P00541,2026-05-15,P00724,2026-07-28,74,False,UNADJUDICATED_CANDIDATE
C007971,jikh,dollar_direction,P00541,2026-05-15,P00734,2026-07-28,74,False,UNADJUDICATED_CANDIDATE
C007972,jikh,dollar_direction,P00541,2026-05-15,P00744,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007973,jikh,dollar_direction,P00541,2026-05-15,P00745,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007974,jikh,dollar_direction,P00541,2026-05-15,P00753,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007975,jikh,dollar_direction,P00541,2026-05-15,P00754,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007976,jikh,dollar_direction,P00541,2026-05-15,P00759,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007977,jikh,dollar_direction,P00541,2026-05-15,P00763,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007978,jikh,dollar_direction,P00541,2026-05-15,P00768,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007979,jikh,dollar_direction,P00541,2026-05-15,P00772,2026-08-05,82,False,UNADJUDICATED_CANDIDATE
C007980,jikh,dollar_direction,P00541,2026-05-15,P00779,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007981,jikh,dollar_direction,P00541,2026-05-15,P00788,2026-08-25,102,False,UNADJUDICATED_CANDIDATE
C007982,jikh,dollar_direction,P00542,2026-05-20,P00574,2026-05-26,6,False,UNADJUDICATED_CANDIDATE
C007983,jikh,dollar_direction,P00542,2026-05-20,P00610,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C007984,jikh,dollar_direction,P00542,2026-05-20,P00651,2026-06-15,26,False,UNADJUDICATED_CANDIDATE
C007985,jikh,dollar_direction,P00542,2026-05-20,P00652,2026-06-15,26,False,UNADJUDICATED_CANDIDATE
C007986,jikh,dollar_direction,P00542,2026-05-20,P00699,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C007987,jikh,dollar_direction,P00542,2026-05-20,P00701,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C007988,jikh,dollar_direction,P00542,2026-05-20,P00702,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C007989,jikh,dollar_direction,P00542,2026-05-20,P00752,2026-08-05,77,False,UNADJUDICATED_CANDIDATE
C007990,jikh,dollar_direction,P00542,2026-05-20,P00776,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C007991,jikh,dollar_direction,P00542,2026-05-20,P00783,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C007992,jikh,dollar_direction,P00542,2026-05-20,P00787,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C007993,jikh,dollar_direction,P00542,2026-05-20,P00789,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C007994,jikh,dollar_direction,P00546,2026-05-20,P00574,2026-05-26,6,False,UNADJUDICATED_CANDIDATE
C007995,jikh,dollar_direction,P00546,2026-05-20,P00610,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C007996,jikh,dollar_direction,P00546,2026-05-20,P00651,2026-06-15,26,False,UNADJUDICATED_CANDIDATE
C007997,jikh,dollar_direction,P00546,2026-05-20,P00652,2026-06-15,26,True,UNADJUDICATED_CANDIDATE
C007998,jikh,dollar_direction,P00546,2026-05-20,P00699,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C007999,jikh,dollar_direction,P00546,2026-05-20,P00701,2026-07-15,56,True,UNADJUDICATED_CANDIDATE
C008000,jikh,dollar_direction,P00546,2026-05-20,P00702,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C008001,jikh,dollar_direction,P00546,2026-05-20,P00752,2026-08-05,77,True,UNADJUDICATED_CANDIDATE
C008002,jikh,dollar_direction,P00546,2026-05-20,P00776,2026-08-25,97,True,UNADJUDICATED_CANDIDATE
C008003,jikh,dollar_direction,P00546,2026-05-20,P00783,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C008004,jikh,dollar_direction,P00546,2026-05-20,P00787,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C008005,jikh,dollar_direction,P00546,2026-05-20,P00789,2026-08-25,97,True,UNADJUDICATED_CANDIDATE
C008006,jikh,dollar_direction,P00548,2026-05-20,P00574,2026-05-26,6,False,UNADJUDICATED_CANDIDATE
C008007,jikh,dollar_direction,P00548,2026-05-20,P00610,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C008008,jikh,dollar_direction,P00548,2026-05-20,P00651,2026-06-15,26,False,UNADJUDICATED_CANDIDATE
C008009,jikh,dollar_direction,P00548,2026-05-20,P00652,2026-06-15,26,False,UNADJUDICATED_CANDIDATE
C008010,jikh,dollar_direction,P00548,2026-05-20,P00699,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C008011,jikh,dollar_direction,P00548,2026-05-20,P00701,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C008012,jikh,dollar_direction,P00548,2026-05-20,P00702,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C008013,jikh,dollar_direction,P00548,2026-05-20,P00752,2026-08-05,77,False,UNADJUDICATED_CANDIDATE
C008014,jikh,dollar_direction,P00548,2026-05-20,P00776,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C008015,jikh,dollar_direction,P00548,2026-05-20,P00783,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C008016,jikh,dollar_direction,P00548,2026-05-20,P00787,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C008017,jikh,dollar_direction,P00548,2026-05-20,P00789,2026-08-25,97,False,UNADJUDICATED_CANDIDATE
C008018,jikh,dollar_direction,P00549,2026-05-20,P00582,2026-05-26,6,False,UNADJUDICATED_CANDIDATE
C008019,jikh,dollar_direction,P00549,2026-05-20,P00609,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C008020,jikh,dollar_direction,P00549,2026-05-20,P00617,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C008021,jikh,dollar_direction,P00549,2026-05-20,P00619,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C008022,jikh,dollar_direction,P00549,2026-05-20,P00620,2026-06-12,23,False,UNADJUDICATED_CANDIDATE
C008023,jikh,dollar_direction,P00549,2026-05-20,P00650,2026-06-15,26,False,UNADJUDICATED_CANDIDATE
C008024,jikh,dollar_direction,P00549,2026-05-20,P00690,2026-06-30,41,False,UNADJUDICATED_CANDIDATE
C008025,jikh,dollar_direction,P00549,2026-05-20,P00698,2026-07-15,56,False,UNADJUDICATED_CANDIDATE
C008026,jikh,dollar_direction,P00549,2026-05-20,P00724,2026-07-28,69,False,UNADJUDICATED_CANDIDATE
C008027,jikh,dollar_direction,P00549,2026-05-20,P00734,2026-07-28,69,False,UNADJUDICATED_CANDIDATE
C008028,jikh,dollar_direction,P00549,2026-05-20,P00744,2026-08-05,77,False,UNADJUDICATED_CANDIDATE
